target_page,page_type,state_slug,state_name,game_name,page_importance_score,keyword_count,avg_priority_score,best_keyword_score,opportunity_tier_mix,backlink_priority_tier,backlinks_value_score,can_rank_fastest,content_readiness,content_issues,anchor_mix_rule
/games/mega-millions,national,,,Mega Millions,100,5,78.86,78.86,HIGH:5 | MEDIUM:0 | LOW:0,Tier 1,84.4,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/games/powerball,national,,,Powerball,100,5,78.86,78.86,HIGH:5 | MEDIUM:0 | LOW:0,Tier 1,84.4,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/ca/mega-millions,game_family,ca,California,Mega Millions,92,6,76.67,76.67,HIGH:6 | MEDIUM:0 | LOW:0,Tier 1,75.8,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/ca/powerball,game_family,ca,California,Powerball,92,6,76.67,76.67,HIGH:6 | MEDIUM:0 | LOW:0,Tier 1,75.8,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/tx/mega-millions,game_family,tx,Texas,Mega Millions,92,6,76.67,76.67,HIGH:6 | MEDIUM:0 | LOW:0,Tier 1,75.8,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/tx/powerball,game_family,tx,Texas,Powerball,92,6,76.67,76.67,HIGH:6 | MEDIUM:0 | LOW:0,Tier 1,75.8,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/fl/mega-millions,game_family,fl,Florida,Mega Millions,91,6,76.27,76.27,HIGH:6 | MEDIUM:0 | LOW:0,Tier 1,75.1,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/fl/powerball,game_family,fl,Florida,Powerball,91,6,76.27,76.27,HIGH:6 | MEDIUM:0 | LOW:0,Tier 1,75.1,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/fl/powerball-double-play,game_family,fl,Florida,Powerball Double Play,91,6,76.27,76.27,HIGH:6 | MEDIUM:0 | LOW:0,Tier 1,75.1,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/ny/mega-millions,game_family,ny,New York,Mega Millions,91,6,76.27,76.27,HIGH:6 | MEDIUM:0 | LOW:0,Tier 1,75.1,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/ny/powerball,game_family,ny,New York,Powerball,91,6,76.27,76.27,HIGH:6 | MEDIUM:0 | LOW:0,Tier 1,75.1,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/nj/mega-millions,game_family,nj,New Jersey,Mega Millions,90,6,75.86,75.86,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,74.4,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/nj/powerball,game_family,nj,New Jersey,Powerball,90,6,75.86,75.86,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,74.4,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/nj/powerball-double-play,game_family,nj,New Jersey,Powerball Double Play,90,6,75.86,75.86,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,74.4,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/pa/mega-millions,game_family,pa,Pennsylvania,Mega Millions,90,6,75.86,75.86,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,74.4,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/pa/powerball,game_family,pa,Pennsylvania,Powerball,90,6,75.86,75.86,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,74.4,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/pa/powerball-double-play,game_family,pa,Pennsylvania,Powerball Double Play,90,6,75.86,75.86,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,74.4,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/pr/powerball,game_family,pr,Puerto Rico,Powerball,90,6,75.86,75.86,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,74.4,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/pr/powerball-double-play,game_family,pr,Puerto Rico,Powerball Double Play,90,6,75.86,75.86,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,74.4,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/tx,state,tx,Texas,,90,6,75.86,75.86,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,74.4,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/ga/mega-millions,game_family,ga,Georgia,Mega Millions,89,6,75.46,75.46,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73.7,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/ga/powerball,game_family,ga,Georgia,Powerball,89,6,75.46,75.46,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73.7,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/il/mega-millions,game_family,il,Illinois,Mega Millions,89,6,75.46,75.46,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73.7,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/il/powerball,game_family,il,Illinois,Powerball,89,6,75.46,75.46,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73.7,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/mi/mega-millions,game_family,mi,Michigan,Mega Millions,89,6,75.46,75.46,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73.7,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/mi/powerball,game_family,mi,Michigan,Powerball,89,6,75.46,75.46,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73.7,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/mi/powerball-double-play,game_family,mi,Michigan,Powerball Double Play,89,6,75.46,75.46,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73.7,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/nc/mega-millions,game_family,nc,North Carolina,Mega Millions,89,6,75.46,75.46,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73.7,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/nc/powerball,game_family,nc,North Carolina,Powerball,89,6,75.46,75.46,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73.7,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/nc/powerball-double-play,game_family,nc,North Carolina,Powerball Double Play,89,6,75.46,75.46,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73.7,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/ny,state,ny,New York,,89,6,75.46,75.46,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73.7,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/oh/mega-millions,game_family,oh,Ohio,Mega Millions,89,6,75.46,75.46,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73.7,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/oh/powerball,game_family,oh,Ohio,Powerball,89,6,75.46,75.46,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73.7,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/tx/pick-3,game_family,tx,Texas,Pick 3,89,6,75.46,75.46,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73.7,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/az/mega-millions,game_family,az,Arizona,Mega Millions,88,6,75.05,75.05,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/az/powerball,game_family,az,Arizona,Powerball,88,6,75.05,75.05,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/ca/superlotto-plus,game_family,ca,California,Superlotto Plus,88,6,75.05,75.05,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73,NO,READY,title_length(MEDIUM),20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/fl/pick-3,game_family,fl,Florida,Pick 3,88,6,75.05,75.05,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/ma/mega-millions,game_family,ma,Massachusetts,Mega Millions,88,6,75.05,75.05,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/ma/powerball,game_family,ma,Massachusetts,Powerball,88,6,75.05,75.05,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/md/mega-millions,game_family,md,Maryland,Mega Millions,88,6,75.05,75.05,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/md/powerball,game_family,md,Maryland,Powerball,88,6,75.05,75.05,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/md/powerball-double-play,game_family,md,Maryland,Powerball Double Play,88,6,75.05,75.05,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/nj,state,nj,New Jersey,,88,6,75.05,75.05,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/pa,state,pa,Pennsylvania,,88,6,75.05,75.05,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/pr,state,pr,Puerto Rico,,88,6,75.05,75.05,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/tx/cash-5,game_family,tx,Texas,Cash 5,88,6,75.05,75.05,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/tx/lotto-texas,game_family,tx,Texas,Lotto Texas,88,6,75.05,75.05,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/va/mega-millions,game_family,va,Virginia,Mega Millions,88,6,75.05,75.05,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/va/powerball,game_family,va,Virginia,Powerball,88,6,75.05,75.05,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/wa/mega-millions,game_family,wa,Washington,Mega Millions,88,6,75.05,75.05,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/wa/powerball,game_family,wa,Washington,Powerball,88,6,75.05,75.05,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/wa/powerball-double-play,game_family,wa,Washington,Powerball Double Play,88,6,75.05,75.05,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,73,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/ca,state,ca,California,,90,6,74.98,75.86,HIGH:5 | MEDIUM:1 | LOW:0,Tier 2,74.4,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/fl/lotto,game_family,fl,Florida,Lotto,87,6,74.64,74.64,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,72.3,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/fl/pick-4,game_family,fl,Florida,Pick 4,87,6,74.64,74.64,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,72.3,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/il,state,il,Illinois,,87,6,74.64,74.64,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,72.3,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/in/mega-millions,game_family,in,Indiana,Mega Millions,87,6,74.64,74.64,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,72.3,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/in/powerball,game_family,in,Indiana,Powerball,87,6,74.64,74.64,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,72.3,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/in/powerball-double-play,game_family,in,Indiana,Powerball Double Play,87,6,74.64,74.64,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,72.3,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/mi,state,mi,Michigan,,87,6,74.64,74.64,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,72.3,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/mo/mega-millions,game_family,mo,Missouri,Mega Millions,87,6,74.64,74.64,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,72.3,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/mo/powerball,game_family,mo,Missouri,Powerball,87,6,74.64,74.64,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,72.3,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/mo/powerball-double-play,game_family,mo,Missouri,Powerball Double Play,87,6,74.64,74.64,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,72.3,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/nc,state,nc,North Carolina,,87,6,74.64,74.64,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,72.3,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/nj/pick-3,game_family,nj,New Jersey,Pick 3,87,6,74.64,74.64,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,72.3,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/ny/lotto,game_family,ny,New York,Lotto,87,6,74.64,74.64,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,72.3,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/oh,state,oh,Ohio,,87,6,74.64,74.64,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,72.3,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/pa/pick-3,game_family,pa,Pennsylvania,Pick 3,87,6,74.64,74.64,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,72.3,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/tn/mega-millions,game_family,tn,Tennessee,Mega Millions,87,6,74.64,74.64,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,72.3,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/tn/powerball,game_family,tn,Tennessee,Powerball,87,6,74.64,74.64,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,72.3,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/tn/powerball-double-play,game_family,tn,Tennessee,Powerball Double Play,87,6,74.64,74.64,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,72.3,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/fl,state,fl,Florida,,89,6,74.57,75.46,HIGH:5 | MEDIUM:1 | LOW:0,Tier 2,73.7,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/fl/jackpot-triple-play,game_family,fl,Florida,Jackpot Triple Play,86,6,74.24,74.24,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,71.6,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/il/pick-3,game_family,il,Illinois,Pick 3,86,6,74.24,74.24,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,71.6,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/md,state,md,Maryland,,86,6,74.24,74.24,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,71.6,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/nc/pick-3,game_family,nc,North Carolina,Pick 3,86,6,74.24,74.24,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,71.6,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/nj/jersey-cash-5,game_family,nj,New Jersey,Jersey Cash 5,86,6,74.24,74.24,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,71.6,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/nj/pick-4,game_family,nj,New Jersey,Pick 4,86,6,74.24,74.24,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,71.6,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/oh/pick-3,game_family,oh,Ohio,Pick 3,86,6,74.24,74.24,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,71.6,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/pa/cash-5,game_family,pa,Pennsylvania,Cash 5,86,6,74.24,74.24,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,71.6,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/pa/pick-4,game_family,pa,Pennsylvania,Pick 4,86,6,74.24,74.24,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,71.6,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/va,state,va,Virginia,,86,6,74.24,74.24,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,71.6,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/wa,state,wa,Washington,,86,6,74.24,74.24,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,71.6,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/ca/mega-millions/historical,historical,ca,California,Mega Millions,80,4,73.91,73.91,HIGH:4 | MEDIUM:0 | LOW:0,Tier 2,61.4,YES,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/ca/powerball/historical,historical,ca,California,Powerball,80,4,73.91,73.91,HIGH:4 | MEDIUM:0 | LOW:0,Tier 2,61.4,YES,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/tx/mega-millions/historical,historical,tx,Texas,Mega Millions,80,4,73.91,73.91,HIGH:4 | MEDIUM:0 | LOW:0,Tier 2,61.4,YES,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/tx/powerball/historical,historical,tx,Texas,Powerball,80,4,73.91,73.91,HIGH:4 | MEDIUM:0 | LOW:0,Tier 2,61.4,YES,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/az/pick-3,game_family,az,Arizona,Pick 3,85,6,73.84,73.84,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.9,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/il/lotto,game_family,il,Illinois,Lotto,85,6,73.84,73.84,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.9,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/il/lucky-day-lotto,game_family,il,Illinois,Lucky Day Lotto,85,6,73.84,73.84,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.9,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/il/pick-4,game_family,il,Illinois,Pick 4,85,6,73.84,73.84,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.9,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/in,state,in,Indiana,,85,6,73.84,73.84,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.9,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/md/pick-3,game_family,md,Maryland,Pick 3,85,6,73.84,73.84,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.9,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/mi/lotto-47,game_family,mi,Michigan,Lotto 47,85,6,73.84,73.84,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.9,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/mi/poker-lotto,game_family,mi,Michigan,Poker Lotto,85,6,73.84,73.84,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.9,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/mo,state,mo,Missouri,,85,6,73.84,73.84,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.9,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/nc/cash-5,game_family,nc,North Carolina,Cash 5,85,6,73.84,73.84,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.9,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/nc/pick-4,game_family,nc,North Carolina,Pick 4,85,6,73.84,73.84,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.9,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/oh/classic-lotto,game_family,oh,Ohio,Classic Lotto,85,6,73.84,73.84,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.9,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/oh/pick-4,game_family,oh,Ohio,Pick 4,85,6,73.84,73.84,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.9,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/oh/rolling-cash-5,game_family,oh,Ohio,Rolling Cash 5,85,6,73.84,73.84,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.9,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/tn,state,tn,Tennessee,,85,6,73.84,73.84,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.9,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/va/pick-3,game_family,va,Virginia,Pick 3,85,6,73.84,73.84,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.9,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/wa/pick-3,game_family,wa,Washington,Pick 3,85,6,73.84,73.84,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.9,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/fl/mega-millions/historical,historical,fl,Florida,Mega Millions,79,4,73.51,73.51,HIGH:4 | MEDIUM:0 | LOW:0,Tier 2,60.7,YES,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/fl/powerball-double-play/historical,historical,fl,Florida,Powerball Double Play,79,4,73.51,73.51,HIGH:4 | MEDIUM:0 | LOW:0,Tier 2,60.7,YES,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/fl/powerball/historical,historical,fl,Florida,Powerball,79,4,73.51,73.51,HIGH:4 | MEDIUM:0 | LOW:0,Tier 2,60.7,YES,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/ny/mega-millions/historical,historical,ny,New York,Mega Millions,79,4,73.51,73.51,HIGH:4 | MEDIUM:0 | LOW:0,Tier 2,60.7,YES,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/ny/powerball/historical,historical,ny,New York,Powerball,79,4,73.51,73.51,HIGH:4 | MEDIUM:0 | LOW:0,Tier 2,60.7,YES,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/tx/pick-3/day,session,tx,Texas,Pick 3,79,6,73.51,73.51,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,60.7,YES,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/tx/pick-3/evening,session,tx,Texas,Pick 3,79,6,73.51,73.51,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,60.7,YES,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/tx/pick-3/morning,session,tx,Texas,Pick 3,79,6,73.51,73.51,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,60.7,YES,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/tx/pick-3/night,session,tx,Texas,Pick 3,79,6,73.51,73.51,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,60.7,YES,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/ar/mega-millions,game_family,ar,Arkansas,Mega Millions,84,6,73.43,73.43,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.2,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/ar/powerball,game_family,ar,Arkansas,Powerball,84,6,73.43,73.43,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.2,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/ca/daily-3,game_family,ca,California,Daily 3,84,6,73.43,73.43,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.2,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/ca/daily-4,game_family,ca,California,Daily 4,84,6,73.43,73.43,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.2,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/ca/daily-derby,game_family,ca,California,Daily Derby,84,6,73.43,73.43,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.2,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/ca/fantasy-5,game_family,ca,California,Fantasy 5,84,6,73.43,73.43,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.2,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/co/mega-millions,game_family,co,Colorado,Mega Millions,84,6,73.43,73.43,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.2,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
/states/co/powerball,game_family,co,Colorado,Powerball,84,6,73.43,73.43,HIGH:6 | MEDIUM:0 | LOW:0,Tier 2,70.2,NO,READY,none_detected,20% exact | 40% partial | 20% branded | 10% URL | 10% generic
