path,url,type,expected_content,indexable_expected,status,ok,content_type,html_like,xml_like,json_like,body_length,blank_like,final_url,error
/states/tn/daily-tennessee-jackpot/stats,https://winningnumbers.us/states/tn/daily-tennessee-jackpot/stats,stats,html,true,200,true,text/html; charset=utf-8,true,false,false,113311,false,https://winningnumbers.us/states/tn/daily-tennessee-jackpot/stats,
/states/tn/lotto-america,https://winningnumbers.us/states/tn/lotto-america,game_family,html,true,200,true,text/html; charset=utf-8,true,false,false,245002,false,https://winningnumbers.us/states/tn/lotto-america,
/states/tn/lotto-america/historical,https://winningnumbers.us/states/tn/lotto-america/historical,historical,html,true,200,true,text/html; charset=utf-8,true,false,false,74843,false,https://winningnumbers.us/states/tn/lotto-america/historical,
/states/tn/lotto-america/stats,https://winningnumbers.us/states/tn/lotto-america/stats,stats,html,true,200,true,text/html; charset=utf-8,true,false,false,125744,false,https://winningnumbers.us/states/tn/lotto-america/stats,
/states/tn/mega-millions,https://winningnumbers.us/states/tn/mega-millions,game_family,html,true,200,true,text/html; charset=utf-8,true,false,false,232356,false,https://winningnumbers.us/states/tn/mega-millions,
/states/tn/mega-millions/historical,https://winningnumbers.us/states/tn/mega-millions/historical,historical,html,true,200,true,text/html; charset=utf-8,true,false,false,74845,false,https://winningnumbers.us/states/tn/mega-millions/historical,
/states/tn/mega-millions/stats,https://winningnumbers.us/states/tn/mega-millions/stats,stats,html,true,200,true,text/html; charset=utf-8,true,false,false,123923,false,https://winningnumbers.us/states/tn/mega-millions/stats,
/states/tn/millionaire-for-life,https://winningnumbers.us/states/tn/millionaire-for-life,game_family,html,true,200,true,text/html; charset=utf-8,true,false,false,234521,false,https://winningnumbers.us/states/tn/millionaire-for-life,
/states/tn/millionaire-for-life/historical,https://winningnumbers.us/states/tn/millionaire-for-life/historical,historical,html,true,200,true,text/html; charset=utf-8,true,false,false,74991,false,https://winningnumbers.us/states/tn/millionaire-for-life/historical,
/states/tn/millionaire-for-life/stats,https://winningnumbers.us/states/tn/millionaire-for-life/stats,stats,html,true,200,true,text/html; charset=utf-8,true,false,false,131607,false,https://winningnumbers.us/states/tn/millionaire-for-life/stats,
/states/tn/powerball,https://winningnumbers.us/states/tn/powerball,game_family,html,true,200,true,text/html; charset=utf-8,true,false,false,241856,false,https://winningnumbers.us/states/tn/powerball,
/states/tn/powerball-double-play,https://winningnumbers.us/states/tn/powerball-double-play,game_family,html,true,200,true,text/html; charset=utf-8,true,false,false,235521,false,https://winningnumbers.us/states/tn/powerball-double-play,
/states/tn/powerball-double-play/historical,https://winningnumbers.us/states/tn/powerball-double-play/historical,historical,html,true,200,true,text/html; charset=utf-8,true,false,false,75003,false,https://winningnumbers.us/states/tn/powerball-double-play/historical,
